Results,Age,Benefit,Benefit Value,Body Type,Confidence,Cortisol Cleaning,Cortisol Filter,Created time,Inflammation Filter,Last edited time,Main Tag,Max Pain,Muscle Damage Filter,Muscle Soreness Filter,"Oxidative Stress Filter ",Pain Filter,Participants,Product,"Research Papers ",Score,Sex,Sleep Quality Filter,Sub Tag,Supplement,Trial Design,Trial Length,Year,💊 Supplements
"he study was conducted during a stressful examination period, and the Rhodiola rosea extract SHR-5 was found to have a stimulating and normalizing effect. This suggests that the extract may help reduce stress, although the study does not explicitly state this.","13-17, 18-29",Positive,1,Healthy Weight,🚩,No,0,"June 20, 2023 2:12 PM",0,"April 18, 2025 4:16 PM",Stress,Rhodiola Rosea,0,0,0,0,40,,"A double-blind, placebo-controlled pilot study of the stimulating and adaptogenic effect of Rhodiola rosea SHR-5 extract on the fatigue of students caused by stress during an examination period with a repeated low-dose regimen (https://www.notion.so/A-double-blind-placebo-controlled-pilot-study-of-the-stimulating-and-adaptogenic-effect-of-Rhodiola-c346420e85f04ce0951d1e185dd97a8b?pvs=21)",0,Male,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The study found a significant improvement in physical fitness in the group that took the Rhodiola rosea extract SHR-5 (p <0.01). ","13-17, 18-29",Positive,1,Healthy Weight,✅,No,0,"June 20, 2023 2:12 PM",0,"April 18, 2025 4:16 PM",Endurance Threshold,Rhodiola Rosea,0,0,0,0,40,,"A double-blind, placebo-controlled pilot study of the stimulating and adaptogenic effect of Rhodiola rosea SHR-5 extract on the fatigue of students caused by stress during an examination period with a repeated low-dose regimen (https://www.notion.so/A-double-blind-placebo-controlled-pilot-study-of-the-stimulating-and-adaptogenic-effect-of-Rhodiola-c346420e85f04ce0951d1e185dd97a8b?pvs=21)",1,Male,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"Consumption of saffron resulted in a significant reduction in Beck Anxiety Inventory (BAI) scores. The definition of the ""Anxiety"" label includes results related to the Beck Anxiety Inventory.",,Positive,1,,🎓,No,0,"June 20, 2023 2:27 PM",0,"April 18, 2025 4:13 PM",Anxiety,Saffron,0,0,0,0,,,The effects of saffron (Crocus sativus L.) on mental health parameters and C-reactive protein: A meta-analysis of randomized clinical trials (https://www.notion.so/The-effects-of-saffron-Crocus-sativus-L-on-mental-health-parameters-and-C-reactive-protein-A-met-066d50bbc8444e6d9f4fd28ffa362e57?pvs=21),5,N/A,0,,Saffron,Meta-analysis,n/a,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Consumption of saffron resulted in a significant reduction in Beck Depression Inventory (BDI) scores. The definition of the ""Mood"" label includes results related to the Beck Depression Inventory-II, which is similar to the BDI used in the study.",,Positive,1,,🎓,No,0,"June 20, 2023 2:27 PM",0,"April 18, 2025 4:13 PM",Mood,Saffron,0,0,0,0,,,The effects of saffron (Crocus sativus L.) on mental health parameters and C-reactive protein: A meta-analysis of randomized clinical trials (https://www.notion.so/The-effects-of-saffron-Crocus-sativus-L-on-mental-health-parameters-and-C-reactive-protein-A-met-066d50bbc8444e6d9f4fd28ffa362e57?pvs=21),5,N/A,0,,Saffron,Meta-analysis,n/a,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"Consumption of saffron resulted in a significant reduction in Pittsburgh Sleep Quality Index (PSQI) scores. The definition of the ""Sleep Quality"" label includes aspects of sleep quality or the alleviation of sleep-related issues, which aligns with the PSQI used in the study.",,Positive,1,,🎓,No,0,"June 20, 2023 2:27 PM",0,"April 18, 2025 4:13 PM",Sleep Quality,Saffron,0,0,0,0,,,The effects of saffron (Crocus sativus L.) on mental health parameters and C-reactive protein: A meta-analysis of randomized clinical trials (https://www.notion.so/The-effects-of-saffron-Crocus-sativus-L-on-mental-health-parameters-and-C-reactive-protein-A-met-066d50bbc8444e6d9f4fd28ffa362e57?pvs=21),5,N/A,5,,Saffron,Meta-analysis,n/a,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"No discernable impact on Hamilton Depression Rating Scale (HDRS-D),",,NULL,-1,,🚩,No,0,"June 20, 2023 2:29 PM",0,"April 18, 2025 4:13 PM",Mood,Saffron,0,0,0,0,,,The effects of saffron (Crocus sativus L.) on mental health parameters and C-reactive protein: A meta-analysis of randomized clinical trials (https://www.notion.so/The-effects-of-saffron-Crocus-sativus-L-on-mental-health-parameters-and-C-reactive-protein-A-met-066d50bbc8444e6d9f4fd28ffa362e57?pvs=21),0,N/A,0,,Saffron,Meta-analysis,n/a,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
No discernable impact on  Hamilton Anxiety Rating Scale (HARS-A) scores,,NULL,-1,,🚩,No,0,"June 20, 2023 2:30 PM",0,"April 18, 2025 4:13 PM",Anxiety,Saffron,0,0,0,0,,,The effects of saffron (Crocus sativus L.) on mental health parameters and C-reactive protein: A meta-analysis of randomized clinical trials (https://www.notion.so/The-effects-of-saffron-Crocus-sativus-L-on-mental-health-parameters-and-C-reactive-protein-A-met-066d50bbc8444e6d9f4fd28ffa362e57?pvs=21),0,N/A,0,,Saffron,Meta-analysis,n/a,,Saffron (https://www.notion.so/Saffron-1d659c2aeec581429aecc7a056cc5dfc?pvs=21)
"The study observed a statistically significant improvement in fatigue symptoms in subjects after 8 weeks of treatment with 2 × 200 mg WS® 1375 daily. The greatest change was observed after 1 week of treatment, and the fatigue symptoms continued to decline further.","18-29, 30-44, 45-64",Positive,1,,✅,No,0,"June 20, 2023 2:33 PM",0,"April 18, 2025 4:16 PM","Physical Fatigue ",Rhodiola Rosea,0,0,0,0,101,,Rhodiola rosea in Subjects with Prolonged or Chronic Fatigue Symptoms: Results of an Open-Label Clinical Trial (https://www.notion.so/Rhodiola-rosea-in-Subjects-with-Prolonged-or-Chronic-Fatigue-Symptoms-Results-of-an-Open-Label-Clin-91977c7af62840ecbaa3a255073fdee0?pvs=21),1,Both Sexes,0,,Rhodiola Rosea,Non-controlled Trial,1-6 Months,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The study observed a statistically significant improvement in fatigue symptoms in subjects after 8 weeks of treatment with 2 × 200 mg WS® 1375 daily. The greatest change was observed after 1 week of treatment, and the fatigue symptoms continued to decline further.","18-29, 30-44, 45-64",Positive,1,,🚩,No,0,"June 20, 2023 2:33 PM",0,"April 18, 2025 4:16 PM",Mental Fatigue,Rhodiola Rosea,0,0,0,0,101,,Rhodiola rosea in Subjects with Prolonged or Chronic Fatigue Symptoms: Results of an Open-Label Clinical Trial (https://www.notion.so/Rhodiola-rosea-in-Subjects-with-Prolonged-or-Chronic-Fatigue-Symptoms-Results-of-an-Open-Label-Clin-91977c7af62840ecbaa3a255073fdee0?pvs=21),0,Both Sexes,0,,Rhodiola Rosea,Non-controlled Trial,1-6 Months,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
he study found that a 42-day course of R. Rosea compared with placebo worsened fatigue among nursing students on shift work.,"18-29, 30-44, 45-64",Negative,-1,Healthy Weight,✅,No,0,"June 20, 2023 2:34 PM",0,"April 18, 2025 4:16 PM","Physical Fatigue ",Rhodiola Rosea,0,0,0,0,40,,Rhodiola Rosea for Mental and Physical Fatigue in Nursing Students: A Randomized Controlled Trial (https://www.notion.so/Rhodiola-Rosea-for-Mental-and-Physical-Fatigue-in-Nursing-Students-A-Randomized-Controlled-Trial-edb6301f861d46418199ee2d5772ae5a?pvs=21),-2,Both Sexes,0,,Rhodiola Rosea,Double-blind,1-6 Months,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
Subjects completed the time trial significantly faster after R. rosea ingestion (R. rosea = 25.4 ± 2.7 minutes; placebo = 25.8 ± 3.0 minutes; p = 0.037). This suggests an improvement in the endurance threshold as the subjects were able to sustain the physical activity (cycling) for a longer period.,,Positive,1,,✅,No,0,"June 20, 2023 2:37 PM",0,"April 18, 2025 4:16 PM",Endurance Threshold,Rhodiola Rosea,0,0,0,0,18,,The effects of an acute dose of Rhodiola rosea on endurance exercise performance (https://www.notion.so/The-effects-of-an-acute-dose-of-Rhodiola-rosea-on-endurance-exercise-performance-03f179891f07476a887494a904164620?pvs=21),1,Both Sexes,0,,Rhodiola Rosea,Randomized controlled trial,24 Hours,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
The mean Rating of Perceived Exertion (RPE) was lower in the R. rosea trial (R. rosea = 6.0 ± 0.9; placebo = 6.6 ± 1.0; p = 0.04). This indicates a decrease in muscle fatigue as the subjects felt less exertion during the exercise after ingesting R. rosea.,,Positive,1,,🚩,No,0,"June 20, 2023 2:37 PM",0,"April 18, 2025 4:16 PM",Muscle Fatigue,Rhodiola Rosea,0,0,0,0,18,,The effects of an acute dose of Rhodiola rosea on endurance exercise performance (https://www.notion.so/The-effects-of-an-acute-dose-of-Rhodiola-rosea-on-endurance-exercise-performance-03f179891f07476a887494a904164620?pvs=21),0,Both Sexes,0,,Rhodiola Rosea,Randomized controlled trial,24 Hours,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
" Rhodiola rosea intake was significantly associated with increased fatigue in nursing students on shift work, with Vitality-subscale scores worsening by -17.3 and VAS-F scores by 1.9 in favor of the placebo group.","18-29, 30-44, 45-64",Negative,-1,,🚩,No,0,"June 20, 2023 3:03 PM",0,"April 18, 2025 4:16 PM","Physical Fatigue ",Rhodiola Rosea,0,0,0,0,48,,Rhodiola rosea for mental and physical fatigue in nursing students: a randomized controlled trial (https://www.notion.so/Rhodiola-rosea-for-mental-and-physical-fatigue-in-nursing-students-a-randomized-controlled-trial-957d379fa7294015bb025d749337a62e?pvs=21),0,Female,0,,Rhodiola Rosea,Randomized controlled trial,1-6 Months,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The study found that acute Rhodiola rosea intake increased time to exhaustion, indicating an improvement in endurance threshold. The VO2peak and VCO2peak, which are measures of aerobic capacity and thus related to endurance, also increased during Rhodiola rosea intake compared to placebo.",18-29,Positive,1,"Healthy Weight, Untrained",✅,No,0,"June 20, 2023 3:05 PM",0,"April 18, 2025 4:16 PM",Endurance Threshold,Rhodiola Rosea,0,0,0,0,12,,Acute Rhodiola rosea intake can improve endurance exercise performance (https://www.notion.so/Acute-Rhodiola-rosea-intake-can-improve-endurance-exercise-performance-00853c30521d4f8c8fa5d1209c2349c6?pvs=21),1,Both,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
" The study found that acute Rhodiola rosea intake increased time to exhaustion from 16.8 +/- 0.7 min to 17.2+/- 0.8 min. This indicates that the intake of Rhodiola rosea may help in reducing physical fatigue, allowing individuals to exercise for longer periods.",18-29,Positive,1,"Healthy Weight, Untrained",🚩,No,0,"June 20, 2023 3:05 PM",0,"April 18, 2025 4:16 PM","Physical Fatigue ",Rhodiola Rosea,0,0,0,0,12,,Acute Rhodiola rosea intake can improve endurance exercise performance (https://www.notion.so/Acute-Rhodiola-rosea-intake-can-improve-endurance-exercise-performance-00853c30521d4f8c8fa5d1209c2349c6?pvs=21),0,Both,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The study showed clinically relevant improvements with regard to stress symptoms. The study specifically mentions ""life-stress symptoms"" and ""stress symptoms"" which aligns with the definition of the ""Stress"" label.",,Positive,1,,✅,,0,"June 20, 2023 3:09 PM",0,"June 20, 2023 3:09 PM",Stress,,0,0,0,0,,,,1,,0,,,,,,
" The study mentions overall therapeutic effect, which could potentially relate to mood. However, the abstract does not provide enough information to definitively categorize these results under the ""Mood"" label.",,Positive,1,,🚩,,0,"June 20, 2023 3:10 PM",0,"June 20, 2023 3:10 PM",Mood,,0,0,0,0,,,,0,,0,,,,,,
"The repeated low-dose treatment with Rhodiola rosea extract (RRE) significantly improved total mental performance among young, healthy physicians working night shifts.","18-29, 30-44",Positive,1,,✅,No,0,"June 20, 2023 3:12 PM",0,"April 18, 2025 4:16 PM",Mental Fatigue,Rhodiola Rosea,0,0,0,0,59,,Rhodiola rosea in stress induced fatigue--a double blind cross-over study of a standardized extract SHR-5 with a repeated low-dose regimen on the mental performance of healthy physicians during night duty (https://www.notion.so/Rhodiola-rosea-in-stress-induced-fatigue-a-double-blind-cross-over-study-of-a-standardized-extract--470b20a45c264c539b943dbbc65a79c0?pvs=21),1,Both,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The repeated low-dose treatment with Rhodiola rosea extract (RRE) significantly improved associative thinking, short-term memory, and calculation among young, healthy physicians working night shifts.","18-29, 30-44",Positive,1,,✅,No,0,"June 20, 2023 3:13 PM",0,"April 18, 2025 4:16 PM",Cognition,Rhodiola Rosea,0,0,0,0,59,,Rhodiola rosea in stress induced fatigue--a double blind cross-over study of a standardized extract SHR-5 with a repeated low-dose regimen on the mental performance of healthy physicians during night duty (https://www.notion.so/Rhodiola-rosea-in-stress-induced-fatigue-a-double-blind-cross-over-study-of-a-standardized-extract--470b20a45c264c539b943dbbc65a79c0?pvs=21),1,Both,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The repeated low-dose treatment with Rhodiola rosea extract (RRE) significantly improved ability of concentration among young, healthy physicians working night shifts.","18-29, 30-44",Positive,1,,✅,No,0,"June 20, 2023 3:15 PM",0,"April 18, 2025 4:16 PM",Attention,Rhodiola Rosea,0,0,0,0,59,,Rhodiola rosea in stress induced fatigue--a double blind cross-over study of a standardized extract SHR-5 with a repeated low-dose regimen on the mental performance of healthy physicians during night duty (https://www.notion.so/Rhodiola-rosea-in-stress-induced-fatigue-a-double-blind-cross-over-study-of-a-standardized-extract--470b20a45c264c539b943dbbc65a79c0?pvs=21),1,Both,0,,Rhodiola Rosea,Double-blind,2-4 Weeks,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The study investigates the effects of R. rosea on burnout patients, which is a state of chronic stress. The treatment aims to increase stress resistance, addressing the source of the syndrome. The Perceived Stress Questionnaire was used as one of the clinical outcomes assessment tools.","30-44, 45-64",Positive,1,Trained,✅,No,0,"June 20, 2023 3:18 PM",0,"April 18, 2025 4:16 PM",Stress,Rhodiola Rosea,0,0,0,0,118,,"Multicenter, open-label, exploratory clinical trial with Rhodiola rosea extract in patients suffering from burnout symptoms (https://www.notion.so/Multicenter-open-label-exploratory-clinical-trial-with-Rhodiola-rosea-extract-in-patients-sufferin-0bfefc266d2d424bb7f895c58de4b297?pvs=21)",1,Both,0,,Rhodiola Rosea,Non-controlled Trial,n/a,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The Multidimensional Mood State Questionnaire was used as one of the clinical outcomes assessment tools, indicating that the study investigated changes in the patients' mood.","30-44, 45-64",Positive,1,Trained,✅,No,0,"June 20, 2023 3:18 PM",0,"April 18, 2025 4:16 PM",Mood,Rhodiola Rosea,0,0,0,0,118,,"Multicenter, open-label, exploratory clinical trial with Rhodiola rosea extract in patients suffering from burnout symptoms (https://www.notion.so/Multicenter-open-label-exploratory-clinical-trial-with-Rhodiola-rosea-extract-in-patients-sufferin-0bfefc266d2d424bb7f895c58de4b297?pvs=21)",1,Both,0,,Rhodiola Rosea,Non-controlled Trial,n/a,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The Number Connection Test was used as one of the clinical outcomes assessment tools. This test is often used to assess cognitive function, particularly attention and mental speed. However, the abstract does not explicitly state that cognition was a focus of the study.","30-44, 45-64",Positive,1,Trained,✅,No,0,"June 20, 2023 3:19 PM",0,"April 18, 2025 4:16 PM",Cognition,Rhodiola Rosea,0,0,0,0,118,,"Multicenter, open-label, exploratory clinical trial with Rhodiola rosea extract in patients suffering from burnout symptoms (https://www.notion.so/Multicenter-open-label-exploratory-clinical-trial-with-Rhodiola-rosea-extract-in-patients-sufferin-0bfefc266d2d424bb7f895c58de4b297?pvs=21)",1,Both,0,,Rhodiola Rosea,Non-controlled Trial,n/a,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
"The study investigates the effects of R. rosea on burnout patients, which is a state of chronic stress. The treatment aims to increase stress resistance, addressing the source of the syndrome. The Perceived Stress Questionnaire was used as one of the clinical outcomes assessment tools.","30-44, 45-64",Positive,1,Trained,🚩,No,0,"June 20, 2023 3:20 PM",0,"April 18, 2025 4:16 PM",Mental Fatigue,Rhodiola Rosea,0,0,0,0,118,,"Multicenter, open-label, exploratory clinical trial with Rhodiola rosea extract in patients suffering from burnout symptoms (https://www.notion.so/Multicenter-open-label-exploratory-clinical-trial-with-Rhodiola-rosea-extract-in-patients-sufferin-0bfefc266d2d424bb7f895c58de4b297?pvs=21)",0,Both,0,,Rhodiola Rosea,Non-controlled Trial,n/a,,Rhodiola Rosea (https://www.notion.so/Rhodiola-Rosea-1d659c2aeec581cbb133f5a7a3b8dbfb?pvs=21)
